,Lemmas,PoS,Sentiment
2320,smitten,VB,Disgust/Fear
2321,wont,VBP,Disgust/Fear
2322,withstand,VB,Disgust/Fear
2323,balak,VBD,Disgust/Fear
2324,defy,VB,Disgust/Fear
2325,defied,VBN,Disgust/Fear
2326,repent,VB,Disgust/Fear
2327,reverse,VB,Disgust/Fear
2328,beheld,VBN,Disgust/Fear
2329,abiding,VBG,Disgust/Fear
2330,exalted,VBN,Disgust/Fear
2331,advertise,VB,Disgust/Fear
2332,amalek,VBD,Disgust/Fear
2333,weeping,VBG,Sad/Angry
2334,vex,VBP,Disgust/Fear
2335,beguiled,VBN,Disgust/Fear
2336,er,VB,Disgust/Fear
2337,onan,VB,Disgust/Fear
2338,machir,VB,Disgust/Fear
2339,zelophehad,VBD,Disgust/Fear
2340,kohath,VB,Disgust/Fear
2341,eleazar,VBP,Disgust/Fear
2342,ordained,VBN,Disgust/Fear
2343,cause,VBP,Disgust/Fear
2344,blowing,VBG,Disgust/Fear
2345,forgive,VB,Happy
2346,disallowed,VBD,Disgust/Fear
2347,uttered,VBD,Disgust/Fear
2348,void,VB,Disgust/Fear
2349,proceeded,VBN,Disgust/Fear
2350,armed,VBN,Disgust/Fear
2351,phinehas,VB,Disgust/Fear
2352,warred,VBD,Sad/Angry
2353,levy,VB,Disgust/Fear
2354,pertained,VBD,Disgust/Fear
2355,ye,VBD,Disgust/Fear
2356,discouraged,VBD,Sad/Angry
2357,followed,VBN,Disgust/Fear
2358,augment,VB,Disgust/Fear
2359,ourselves,VBP,Disgust/Fear
2360,inherited,VBN,Disgust/Fear
2361,subdued,VBN,Disgust/Fear
2362,armed,VBP,Disgust/Fear
2363,gilead,VB,Disgust/Fear
2364,dispossessed,VBD,Disgust/Fear
2365,executed,VBD,Disgust/Fear
2366,encamped,VBN,Disgust/Fear
2367,dispossess,VB,Disgust/Fear
2368,zin,VB,Disgust/Fear
2369,azmon,VB,Disgust/Fear
2370,point,VB,Disgust/Fear
2371,mount,VBP,Disgust/Fear
2372,zedad,VB,Disgust/Fear
2373,shepham,VB,Disgust/Fear
2374,riblah,VB,Disgust/Fear
2375,jordan,VB,Disgust/Fear
2376,elidad,VBP,Disgust/Fear
2377,bukki,VBD,Disgust/Fear
2378,elizaphan,VBP,Disgust/Fear
2379,paltiel,VBP,Disgust/Fear
2380,ahihud,VBP,Disgust/Fear
2381,pedahel,VBP,Disgust/Fear
2382,suburb,VBP,Disgust/Fear
2383,outward,VB,Disgust/Fear
2384,smite,VBD,Disgust/Fear
2385,throwing,VBG,Disgust/Fear
2386,meeteth,VBD,Disgust/Fear
2387,hatred,VBN,Sad/Angry
2388,laying,VBG,Disgust/Fear
2389,remained,VBN,Disgust/Fear
2390,testify,VB,Disgust/Fear
2391,inhabit,VB,Disgust/Fear
2392,tribe,VB,Disgust/Fear
2393,joshua,VBP,Disgust/Fear
2394,chased,VBD,Disgust/Fear
2395,compassed,VBN,Disgust/Fear
2396,walking,VBG,Disgust/Fear
2397,lacked,VBD,Disgust/Fear
2398,succeeded,VBN,Happy
2399,zered,VBD,Disgust/Fear
2400,distress,VB,Sad/Angry
2401,accounted,VBN,Disgust/Fear
2402,succeeded,VBD,Happy
2403,sihon,VBD,Disgust/Fear
2404,begin,VB,Disgust/Fear
2405,contend,VB,Happy
2406,tremble,VB,Sad/Angry
2407,bashan,VB,Disgust/Fear
2408,fenced,VBN,Disgust/Fear
2409,unwalled,VBD,Disgust/Fear
2410,destroying,VBG,Sad/Angry
2411,hermon,VBD,Disgust/Fear
2412,behold,VBN,Disgust/Fear
2413,posse,VBP,Disgust/Fear
2414,mountain,VBP,Disgust/Fear
2415,encourage,VB,Happy
2416,strengthen,VBD,Happy
2417,giveth,VBP,Disgust/Fear
2418,taught,VBN,Disgust/Fear
2419,thine,VBP,Disgust/Fear
2420,depart,VBP,Disgust/Fear
2421,horeb,VBG,Disgust/Fear
2422,beneath,VBP,Disgust/Fear
2423,seest,VBP,Disgust/Fear
2424,furthermore,VBD,Disgust/Fear
2425,corrupt,VB,Disgust/Fear
2426,provoke,VB,Sad/Angry
2427,anger,VB,Sad/Angry
2428,witness,VB,Disgust/Fear
2429,prolong,VB,Disgust/Fear
2430,forsake,VB,Disgust/Fear
2431,assayed,VBD,Disgust/Fear
2432,severed,VBD,Sad/Angry
2433,ramoth,VB,Disgust/Fear
2434,golan,VB,Disgust/Fear
2435,prolonged,VBN,Disgust/Fear
2436,added,VBD,Disgust/Fear
2437,risest,VBP,Disgust/Fear
2438,swear,VBN,Sad/Angry
2439,lest,VBP,Disgust/Fear
2440,sware,VBD,Disgust/Fear
2441,repayeth,VB,Disgust/Fear
2442,slack,VBN,Disgust/Fear
2443,repay,VB,Disgust/Fear
2444,keep,VBD,Disgust/Fear
2445,affrighted,VBN,Disgust/Fear
2446,desire,VB,Happy
2447,snared,VBN,Disgust/Fear
2448,detest,VBP,Disgust/Fear
2449,abhor,VBD,Sad/Angry
2450,humbled,VBD,Disgust/Fear
2451,hunger,VB,Sad/Angry
2452,consider,VBP,Disgust/Fear
2453,spring,VBG,Disgust/Fear
2454,gotten,VB,Disgust/Fear
2455,forget,VBP,Sad/Angry
2456,testify,VBP,Disgust/Fear
2457,fenced,VBD,Disgust/Fear
2458,provokedst,VBP,Disgust/Fear
2459,wrath,VB,Disgust/Fear
2460,burnt,VB,Disgust/Fear
2461,stamped,VBD,Disgust/Fear
2462,promised,VBD,Happy
2463,ministered,VBD,Disgust/Fear
2464,doth,VBD,Disgust/Fear
2465,overflow,VB,Disgust/Fear
2466,pursued,VBP,Disgust/Fear
2467,obey,VBP,Disgust/Fear
2468,hew,VB,Disgust/Fear
2469,rest,VBP,Disgust/Fear
2470,forsake,VBP,Disgust/Fear
2471,arise,VBP,Disgust/Fear
2472,thee,VBP,Disgust/Fear
2473,whereof,VB,Disgust/Fear
2474,cleave,VBP,Disgust/Fear
2475,withdrawn,VBN,Disgust/Fear
2476,compassion,VBN,Happy
2477,release,VB,Disgust/Fear
2478,exact,VB,Disgust/Fear
2479,lend,VB,Disgust/Fear
2480,borrow,VBN,Disgust/Fear
2481,sin,VBN,Sad/Angry
2482,sendest,VBD,Disgust/Fear
2483,free,VBP,Happy
2484,shear,VBP,Disgust/Fear
2485,forth,VBN,Disgust/Fear
2486,sacrifice,VBD,Disgust/Fear
2487,pervert,VB,Sad/Angry
2488,transgressing,VBG,Disgust/Fear
2489,enquired,VBD,Disgust/Fear
2490,inform,VBP,Disgust/Fear
2491,chosen,VBD,Disgust/Fear
2492,presume,VB,Disgust/Fear
2493,prophet,VBP,Disgust/Fear
2494,spoken,VBD,Disgust/Fear
2495,killeth,VB,Disgust/Fear
2496,pity,VB,Sad/Angry
2497,testified,VBD,Disgust/Fear
2498,dedicated,VBD,Happy
2499,fainthearted,VBN,Sad/Angry
2500,comest,VBP,Disgust/Fear
2501,save,VBP,Happy
2502,destroy,VBD,Sad/Angry
2503,besiege,VBD,Disgust/Fear
2504,forcing,VBG,Disgust/Fear
2505,employ,VB,Disgust/Fear
2506,slain,VBP,Disgust/Fear
2507,measure,VB,Disgust/Fear
2508,drawn,VBN,Disgust/Fear
2509,eared,VBN,Disgust/Fear
2510,beheaded,VBN,Disgust/Fear
2511,her,VBN,Disgust/Fear
2512,pare,VB,Disgust/Fear
2513,bewail,VB,Disgust/Fear
2514,beloved,VBN,Happy
2515,maketh,VBD,Disgust/Fear
2516,acknowledge,VB,Disgust/Fear
2517,chastened,VBN,Disgust/Fear
2518,hold,VBN,Disgust/Fear
2519,hanged,VBN,Disgust/Fear
2520,accursed,VBN,Disgust/Fear
2521,restore,VBD,Happy
2522,help,VBD,Happy
2523,wear,VB,Disgust/Fear
2524,pertaineth,VBP,Disgust/Fear
2525,sitting,VBG,Disgust/Fear
2526,buildest,VBP,Disgust/Fear
2527,amerce,VB,Disgust/Fear
2528,slayeth,VBD,Disgust/Fear
2529,wounded,VBN,Disgust/Fear
2530,hired,VBD,Disgust/Fear
2531,vow,VBD,Disgust/Fear
2532,slack,VB,Disgust/Fear
2533,forbear,VBP,Disgust/Fear
2534,page,VB,Disgust/Fear
2535,sendeth,VB,Disgust/Fear
2536,cheer,VB,Happy
2537,stealing,VBG,Sad/Angry
2538,setteth,VB,Disgust/Fear
2539,cuttest,VBP,Disgust/Fear
2540,forgot,VBD,Disgust/Fear
2541,gatherest,VBP,Disgust/Fear
2542,exceed,VB,Disgust/Fear
2543,beat,VBD,Disgust/Fear
2544,muzzle,VB,Disgust/Fear
2545,succeed,VB,Happy
2546,loose,VB,Sad/Angry
2547,loosed,VBD,Disgust/Fear
2548,smiteth,VBD,Disgust/Fear
2549,taketh,VBD,Disgust/Fear
2550,lengthened,VBN,Disgust/Fear
2551,possessest,VB,Disgust/Fear
2552,profess,VBP,Disgust/Fear
2553,evil,VBP,Sad/Angry
2554,entreated,VBN,Disgust/Fear
2555,tithing,VBG,Disgust/Fear
2556,transgressed,VBN,Disgust/Fear
2557,forgotten,VBP,Sad/Angry
2558,avouched,VBD,Disgust/Fear
2559,thee,VBG,Disgust/Fear
2560,overtake,VBP,Disgust/Fear
2561,forsaken,VB,Disgust/Fear
2562,meat,VBN,Disgust/Fear
2563,fray,VB,Disgust/Fear
2564,rescue,VB,Happy
2565,fail,VB,Sad/Angry
2566,longing,VBG,Sad/Angry
2567,whither,VBP,Disgust/Fear
2568,besiege,VB,Disgust/Fear
2569,adventure,VB,Happy
2570,rejoiced,VBD,Happy
2571,good,VB,Happy
2572,nought,VB,Disgust/Fear
2573,plucked,VBN,Disgust/Fear
2574,perceive,VB,Disgust/Fear
2575,forty,VBP,Disgust/Fear
2576,heareth,VBD,Disgust/Fear
2577,bless,VBD,Happy
2578,thirst,VB,Disgust/Fear
2579,smoke,VB,Disgust/Fear
2580,evil,VBD,Sad/Angry
2581,rooted,VBD,Disgust/Fear
2582,revealed,VBN,Disgust/Fear
2583,mind,VB,Disgust/Fear
2584,possessed,VBN,Disgust/Fear
2585,persecuted,VBD,Sad/Angry
2586,record,VB,Disgust/Fear
2587,posse,VBD,Disgust/Fear
2588,dismayed,VBN,Sad/Angry
2589,devoured,VBN,Disgust/Fear
2590,drop,VB,Sad/Angry
2591,distil,VB,Disgust/Fear
2592,unwise,VB,Disgust/Fear
2593,established,VBD,Disgust/Fear
2594,howling,VBG,Disgust/Fear
2595,instructed,VBD,Disgust/Fear
2596,taketh,VB,Disgust/Fear
2597,suck,VB,Sad/Angry
2598,kicked,VBD,Disgust/Fear
2599,forsook,VB,Disgust/Fear
2600,esteemed,VBD,Happy
2601,jealousy,VB,Sad/Angry
2602,heap,VB,Disgust/Fear
2603,spend,VB,Disgust/Fear
2604,behave,VB,Disgust/Fear
2605,sealed,VBD,Disgust/Fear
2606,slide,VB,Disgust/Fear
2607,whet,VBP,Disgust/Fear
2608,reward,VB,Happy
2609,drunk,VBP,Sad/Angry
2610,selfsame,VBP,Disgust/Fear
2611,shined,VBD,Disgust/Fear
2612,seated,VBD,Disgust/Fear
2613,satisfied,VBD,Happy
2614,asher,VB,Disgust/Fear
2615,rideth,VBP,Disgust/Fear
2616,abated,VBD,Disgust/Fear
2617,victual,VBP,Disgust/Fear
2618,half,VB,Disgust/Fear
2619,commandest,VBP,Disgust/Fear
2620,entered,VBN,Disgust/Fear
2621,kindness,VBP,Happy
2622,joshua,VB,Disgust/Fear
2623,magnify,VB,Disgust/Fear
2624,dipped,VBN,Disgust/Fear
2625,magnified,VBD,Disgust/Fear
2626,flowed,VBD,Disgust/Fear
2627,melted,VBN,Disgust/Fear
2628,raised,VBD,Disgust/Fear
2629,uncircumcised,VBN,Disgust/Fear
2630,circumcising,VBG,Disgust/Fear
2631,rolled,VBN,Disgust/Fear
2632,parched,VBD,Disgust/Fear
2633,shout,VB,Disgust/Fear
2634,ascend,VB,Disgust/Fear
2635,straight,VBD,Happy
2636,blew,VBD,Disgust/Fear
2637,proceed,VBD,Disgust/Fear
2638,shout,VBP,Disgust/Fear
2639,spied,VBN,Disgust/Fear
2640,rahab,VBP,Disgust/Fear
2641,adjured,VBN,Disgust/Fear
2642,buildeth,VB,Disgust/Fear
2643,noised,VBD,Disgust/Fear
2644,ai,VB,Disgust/Fear
2645,viewed,VBN,Disgust/Fear
2646,wherefore,VB,Disgust/Fear
2647,turneth,VBP,Disgust/Fear
2648,environ,VB,Disgust/Fear
2649,dissembled,VBD,Disgust/Fear
2650,destroy,VBP,Sad/Angry
2651,transgressed,VBD,Disgust/Fear
2652,achan,VB,Disgust/Fear
2653,coveted,VBD,Disgust/Fear
2654,seize,VB,Disgust/Fear
2655,issued,VBN,Disgust/Fear
2656,escape,VBP,Happy
2657,slaying,VBG,Disgust/Fear
2658,read,VBN,Disgust/Fear
2659,clouted,VBN,Disgust/Fear
2660,rent,VBN,Disgust/Fear
2661,freed,VBN,Happy
2662,jericho,VB,Disgust/Fear
2663,gilgal,VB,Disgust/Fear
2664,ascended,VBN,Disgust/Fear
2665,azekah,VB,Disgust/Fear
2666,joshua,VBD,Disgust/Fear
2667,libnah,VB,Disgust/Fear
2668,lachish,VB,Disgust/Fear
2669,fought,VBP,Sad/Angry
2670,eglon,VB,Disgust/Fear
2671,debir,VB,Disgust/Fear
2672,hebron,VB,Disgust/Fear
2673,jobab,VB,Disgust/Fear
2674,met,VBN,Disgust/Fear
2675,houghed,VBD,Disgust/Fear
2676,breathe,VB,Disgust/Fear
2677,seir,VB,Disgust/Fear
2678,moses,VB,Disgust/Fear
2679,stricken,VBP,Sad/Angry
2680,bashan,VBP,Disgust/Fear
2681,expelled,VBD,Sad/Angry
2682,kedemoth,VB,Disgust/Fear
2683,pertaining,VBG,Disgust/Fear
2684,distribute,VB,Disgust/Fear
2685,distributed,VBN,Disgust/Fear
2686,espy,VB,Disgust/Fear
2687,melt,VBP,Disgust/Fear
2688,trodden,VBN,Disgust/Fear
2689,fourscore,VBD,Disgust/Fear
2690,rest,VBN,Disgust/Fear
2691,maalehacrabbim,VB,Disgust/Fear
2692,hezron,VB,Disgust/Fear
2693,adar,VB,Disgust/Fear
2694,karkaa,VB,Disgust/Fear
2695,looking,VBG,Disgust/Fear
2696,adummim,VB,Disgust/Fear
2697,lieth,VBD,Disgust/Fear
2698,baalah,VB,Disgust/Fear
2699,timnah,VB,Disgust/Fear
2700,shicron,VB,Disgust/Fear
2701,achsah,VB,Disgust/Fear
2702,kabzeel,VBN,Disgust/Fear
2703,kinah,VB,Disgust/Fear
2704,kerioth,VB,Disgust/Fear
2705,kithlish,VB,Disgust/Fear
2706,keilah,VB,Disgust/Fear
2707,ataroth,VB,Disgust/Fear
2708,gezer,VB,Disgust/Fear
2709,michmethah,VB,Disgust/Fear
2710,naarath,VB,Disgust/Fear
2711,manasseh,VB,Disgust/Fear
2712,tappuah,VB,Disgust/Fear
2713,belonged,VBD,Disgust/Fear
2714,tribute,VB,Disgust/Fear
2715,hitherto,VB,Disgust/Fear
2716,ephraim,VB,Disgust/Fear
2717,iron,VBN,Disgust/Fear
2718,assembled,VBN,Disgust/Fear
2719,describe,VB,Disgust/Fear
2720,gad,VB,Disgust/Fear
2721,arose,VBP,Disgust/Fear
2722,described,VBD,Disgust/Fear
2723,rekem,VB,Disgust/Fear
2724,dabbasheth,VB,Disgust/Fear
2725,sunrising,VBG,Disgust/Fear
2726,daberath,VB,Disgust/Fear
2727,japhia,VB,Disgust/Fear
2728,remmon-methoar,VB,Disgust/Fear
2729,neah,VB,Disgust/Fear
2730,hannathon,VB,Disgust/Fear
2731,issachar,VB,Disgust/Fear
2732,remeth,VB,Disgust/Fear
2733,tabor,VB,Disgust/Fear
2734,beten,VB,Disgust/Fear
2735,reacheth,VB,Disgust/Fear
2736,carmel,VB,Disgust/Fear
2737,shihorlibnath,VB,Disgust/Fear
2738,bethdagon,VB,Disgust/Fear
2739,zebulun,VB,Disgust/Fear
2740,cabul,VB,Disgust/Fear
2741,ramah,VB,Disgust/Fear
2742,hosah,VB,Disgust/Fear
2743,achzib,VB,Disgust/Fear
2744,zaanannim,VB,Disgust/Fear
2745,aznothtabor,VB,Disgust/Fear
2746,hukkok,VB,Disgust/Fear
2747,zorah,VBN,Disgust/Fear
2748,dividing,VBG,Disgust/Fear
2749,killeth,VBP,Disgust/Fear
2750,obeyed,VBN,Disgust/Fear
2751,phinehas,VBP,Disgust/Fear
2752,rebel,VB,Sad/Angry
2753,perished,VBD,Disgust/Fear
2754,perceive,VBP,Disgust/Fear
2755,intend,VB,Disgust/Fear
2756,expel,VB,Sad/Angry
2757,warred,VBN,Sad/Angry
2758,seem,VBP,Disgust/Fear
2759,preserved,VBD,Disgust/Fear
2760,drave,VB,Disgust/Fear
2761,incline,VB,Disgust/Fear
2762,overlived,VBD,Disgust/Fear
2763,requited,VBD,Disgust/Fear
2764,jerusalem,VB,Disgust/Fear
2765,descry,VB,Disgust/Fear
2766,akrabbim,VB,Disgust/Fear
2767,bochim,VB,Disgust/Fear
2768,outlived,VBD,Disgust/Fear
2769,forsook,VBP,Disgust/Fear
2770,obeying,VBG,Disgust/Fear
2771,oppressed,VBD,Sad/Angry
2772,vexed,VB,Disgust/Fear
2773,corrupted,VBD,Disgust/Fear
2774,driving,VBG,Disgust/Fear
2775,othniel,VBD,Disgust/Fear
2776,othniel,VB,Disgust/Fear
2777,strengthened,VBD,Happy
2778,ehud,VBP,Disgust/Fear
2779,lefthanded,VBN,Disgust/Fear
2780,eglon,VBD,Disgust/Fear
2781,gird,VB,Disgust/Fear
2782,ehud,VB,Disgust/Fear
2783,locked,VBD,Disgust/Fear
2784,locked,VBN,Disgust/Fear
2785,shamgar,VBG,Disgust/Fear
2786,barak,VB,Disgust/Fear
2787,draw,VBP,Disgust/Fear
2788,kedesh,VB,Disgust/Fear
2789,deborah,VB,Disgust/Fear
2790,heber,VBP,Disgust/Fear
2791,jabin,VBD,Disgust/Fear
2792,prospered,VBN,Disgust/Fear
2793,sang,VBD,Disgust/Fear
2794,marchedst,VBD,Disgust/Fear
2795,dropped,VBD,Disgust/Fear
2796,deborah,VBP,Disgust/Fear
2797,drawing,VBG,Disgust/Fear
2798,rehearse,VB,Disgust/Fear
2799,utter,VBP,Disgust/Fear
2800,continued,VBN,Disgust/Fear
2801,jeoparded,VBD,Disgust/Fear
2802,fought,VBD,Sad/Angry
2803,swept,VBD,Disgust/Fear
2804,trodden,VBD,Disgust/Fear
2805,jael,VB,Disgust/Fear
2806,pierced,VBN,Disgust/Fear
2807,stricken,VBN,Sad/Angry
2808,tarry,VBP,Disgust/Fear
2809,sped,VBD,Disgust/Fear
2810,sisera,VB,Disgust/Fear
2811,threshed,VBD,Disgust/Fear
2812,forsaken,VBP,Disgust/Fear
2813,gideon,VB,Disgust/Fear
2814,gideon,VBD,Disgust/Fear
2815,plead,VB,Disgust/Fear
2816,israel,VBN,Disgust/Fear
2817,wringed,VBD,Disgust/Fear
2818,dew,VBN,Disgust/Fear
2819,lapped,VBD,Disgust/Fear
2820,retained,VBD,Happy
2821,servant,VBP,Disgust/Fear
2822,tumbled,VBD,Disgust/Fear
2823,overturned,VBD,Disgust/Fear
2824,calledst,VBP,Disgust/Fear
2825,pursuing,VBG,Disgust/Fear
2826,penuel,VB,Disgust/Fear
2827,zebah,VB,Disgust/Fear
2828,zalmunna,VB,Disgust/Fear
2829,resembled,VBD,Disgust/Fear
2830,requested,VBD,Disgust/Fear
2831,baalberith,VB,Disgust/Fear
2832,inclined,VBN,Disgust/Fear
2833,jotham,VBP,Disgust/Fear
2834,jotham,VB,Disgust/Fear
2835,promoted,VBN,Happy
2836,cheereth,VBP,Disgust/Fear
2837,fire,VB,Sad/Angry
2838,dealt,VBN,Disgust/Fear
2839,adventured,VBD,Happy
2840,rejoice,VBP,Happy
2841,aided,VBD,Disgust/Fear
2842,robbed,VBD,Disgust/Fear
2843,gaal,VB,Disgust/Fear
2844,zebul,VB,Disgust/Fear
2845,zebul,VBP,Disgust/Fear
2846,gaal,VBP,Disgust/Fear
2847,fortify,VBP,Disgust/Fear
2848,wounded,VBD,Disgust/Fear
2849,rushed,VBD,Disgust/Fear
2850,sowed,VBD,Disgust/Fear
2851,likewise,VBP,Disgust/Fear
2852,thebez,VB,Disgust/Fear
2853,rendered,VBD,Disgust/Fear
2854,defend,VB,Disgust/Fear
2855,vexed,VBD,Disgust/Fear
2856,head,VBN,Disgust/Fear
2857,thrust,VBP,Disgust/Fear
2858,jephthah,VB,Disgust/Fear
2859,fight,VBD,Sad/Angry
2860,recover,VB,Disgust/Fear
2861,minnith,VB,Disgust/Fear
2862,mizpeh,VB,Disgust/Fear
2863,bewailed,VBD,Disgust/Fear
2864,vowed,VBN,Disgust/Fear
2865,lament,VB,Sad/Angry
2866,frame,VB,Disgust/Fear
2867,abdon,VB,Disgust/Fear
2868,rode,VBD,Disgust/Fear
2869,detain,VB,Sad/Angry
2870,manoah,VB,Disgust/Fear
2871,roared,VBN,Disgust/Fear
2872,lasted,VBN,Disgust/Fear
2873,plowed,VBN,Disgust/Fear
2874,ashkelon,VB,Disgust/Fear
2875,expounded,VBD,Disgust/Fear
2876,tail,VB,Disgust/Fear
2877,dwelt,VB,Disgust/Fear
2878,samson,VB,Disgust/Fear
2879,shouted,VBN,Disgust/Fear
2880,revived,VBD,Disgust/Fear
2881,gaza,VB,Disgust/Fear
2882,bind,VBP,Disgust/Fear
2883,weavest,VBP,Disgust/Fear
2884,vexed,VBN,Disgust/Fear
2885,awoke,VBD,Disgust/Fear
2886,shake,VB,Sad/Angry
2887,grind,VB,Disgust/Fear
2888,praised,VBD,Happy
2889,sport,VB,Disgust/Fear
2890,lean,VB,Disgust/Fear
2891,strengthen,VB,Happy
2892,dedicated,VBN,Happy
2893,therefore,VBP,Disgust/Fear
2894,dealeth,VB,Disgust/Fear
2895,laish,VB,Disgust/Fear
2896,shame,VB,Sad/Angry
2897,zorah,VB,Disgust/Fear
2898,eshtaol,VB,Disgust/Fear
2899,saluted,VBD,Disgust/Fear
2900,micah,VB,Disgust/Fear
2901,lose,VB,Sad/Angry
2902,bethlehemjudah,VB,Disgust/Fear
2903,groweth,VBD,Disgust/Fear
2904,gibeah,VB,Disgust/Fear
2905,wayfaring,VBG,Disgust/Fear
2906,passing,VBG,Disgust/Fear
2907,beset,VBD,Disgust/Fear
2908,seemeth,VBD,Disgust/Fear
2909,abused,VBD,Sad/Angry
2910,till,VBD,Disgust/Fear
2911,forced,VBN,Sad/Angry
2912,knit,VB,Disgust/Fear
2913,lefthanded,VBD,Disgust/Fear
2914,sling,VB,Disgust/Fear
2915,miss,VB,Sad/Angry
2916,fasted,VBD,Disgust/Fear
2917,enquired,VBN,Disgust/Fear
2918,hasted,VBN,Disgust/Fear
2919,retired,VBN,Disgust/Fear
2920,smitten,VBG,Disgust/Fear
2921,destroyed,VBP,Sad/Angry
2922,inclosed,VBD,Disgust/Fear
2923,trode,VB,Disgust/Fear
2924,gleaned,VBD,Disgust/Fear
2925,pursued,VB,Disgust/Fear
2926,rimmon,VB,Disgust/Fear
2927,shiloh,VB,Disgust/Fear
2928,sufficed,VBD,Disgust/Fear
2929,dance,VB,Disgust/Fear
2930,catch,VB,Disgust/Fear
2931,danced,VBD,Disgust/Fear
2932,repaired,VBD,Disgust/Fear
2933,hope,VBN,Happy
2934,orpah,VB,Disgust/Fear
2935,ruth,VBP,Disgust/Fear
2936,minded,VBN,Disgust/Fear
2937,bethlehem,VB,Disgust/Fear
2938,ruth,VB,Disgust/Fear
2939,belonging,VBG,Disgust/Fear
2940,glean,VB,Disgust/Fear
2941,sufficed,VBN,Disgust/Fear
2942,reproach,VB,Disgust/Fear
2943,rebuke,VB,Disgust/Fear
2944,gleaned,VBN,Disgust/Fear
2945,reserved,VBN,Disgust/Fear
2946,wrought,VBP,Disgust/Fear
2947,mark,VBP,Disgust/Fear
2948,doth,VBP,Disgust/Fear
2949,measured,VBD,Disgust/Fear
2950,boaz,VB,Disgust/Fear
2951,sit,VBD,Disgust/Fear
2952,confirm,VB,Disgust/Fear
2953,naomi,VB,Disgust/Fear
2954,obed,VBD,Disgust/Fear
2955,ram,VB,Disgust/Fear
2956,peninnah,VB,Disgust/Fear
2957,handmaid,VBD,Disgust/Fear
2958,praying,VBG,Happy
2959,marked,VBD,Disgust/Fear
2960,hannah,VBP,Disgust/Fear
2961,handmaid,VBN,Disgust/Fear
2962,elkanah,VB,Disgust/Fear
2963,hannah,VB,Disgust/Fear
2964,seemeth,VB,Disgust/Fear
2965,weaned,VBD,Disgust/Fear
2966,eli,VB,Disgust/Fear
2967,lent,VBN,Disgust/Fear
2968,enlarged,VBN,Disgust/Fear
2969,bringeth,VBD,Disgust/Fear
2970,lifteth,VBP,Disgust/Fear
2971,thunder,VB,Disgust/Fear
2972,exalt,VBD,Disgust/Fear
2973,struck,VBD,Sad/Angry
2974,kettle,VB,Disgust/Fear
2975,roast,VB,Disgust/Fear
2976,eli,VBP,Disgust/Fear
2977,grieve,VB,Sad/Angry
2978,samuel,VBP,Disgust/Fear
2979,perceived,VBN,Disgust/Fear
2980,samuel,VB,Disgust/Fear
2981,tingle,VB,Disgust/Fear
2982,purged,VBN,Disgust/Fear
2983,beer-sheba,VB,Disgust/Fear
2984,revealed,VBD,Disgust/Fear
2985,quit,VBP,Disgust/Fear
2986,quit,VB,Disgust/Fear
2987,dagon,VB,Disgust/Fear
2988,ekron,VB,Disgust/Fear
2989,lighten,VB,Disgust/Fear
2990,kine,VBP,Disgust/Fear
2991,tie,VB,Disgust/Fear
2992,lowing,VBG,Sad/Angry
2993,reaping,VBG,Disgust/Fear
2994,lamented,VBD,Sad/Angry
2995,lamented,VBN,Sad/Angry
2996,thundered,VBD,Disgust/Fear
2997,perverted,VBD,Sad/Angry
2998,rejected,VBN,Sad/Angry
2999,protest,VBN,Sad/Angry
3000,ear,VB,Disgust/Fear
3001,rehearsed,VBD,Disgust/Fear
3002,kish,VB,Disgust/Fear
3003,saul,VB,Disgust/Fear
3004,caring,VBG,Happy
3005,straightway,VB,Disgust/Fear
3006,sit,VB,Disgust/Fear
3007,invited,VBN,Disgust/Fear
3008,sorroweth,VB,Disgust/Fear
3009,carrying,VBG,Disgust/Fear
3010,salute,VB,Disgust/Fear
3011,meet,VBD,Disgust/Fear
3012,prophesy,VB,Disgust/Fear
3013,rejected,VBD,Sad/Angry
3014,renew,VB,Disgust/Fear
3015,grayheaded,VBD,Disgust/Fear
3016,defrauded,VBN,Disgust/Fear
3017,oppressed,VBN,Sad/Angry
3018,blind,VB,Sad/Angry
3019,defrauded,VBD,Disgust/Fear
3020,advanced,VBD,Happy
3021,forgat,VBP,Disgust/Fear
3022,asking,VBG,Disgust/Fear
3023,profit,VB,Happy
3024,ceasing,VBG,Disgust/Fear
3025,jonathan,VB,Disgust/Fear
3026,sharpen,VB,Disgust/Fear
3027,tarried,VBN,Disgust/Fear
3028,wearing,VBG,Disgust/Fear
3029,climbed,VBD,Disgust/Fear
3030,plow,VB,Disgust/Fear
3031,beating,VBG,Sad/Angry
3032,tasted,VBD,Disgust/Fear
3033,aijalon,VB,Disgust/Fear
3034,flew,VBP,Disgust/Fear
3035,taste,VB,Disgust/Fear
3036,rescued,VBD,Happy
3037,whithersoever,VB,Disgust/Fear
3038,spared,VBD,Disgust/Fear
3039,performed,VBN,Disgust/Fear
3040,didst,VBP,Disgust/Fear
3041,fly,VBP,Disgust/Fear
3042,agag,VB,Disgust/Fear
3043,reigning,VBG,Disgust/Fear
3044,jesse,VB,Disgust/Fear
3045,saul,VBN,Disgust/Fear
3046,name,VBP,Disgust/Fear
3047,refused,VBN,Sad/Angry
3048,david,VB,Disgust/Fear
3049,david,VBG,Disgust/Fear
3050,weighed,VBD,Disgust/Fear
3051,defy,VBP,Disgust/Fear
